recv_tsec,recv_tnsec,venue,stream_kind,shard_id,conn_epoch,conn_seq,symbol,payload_json
1783510937,73840000,spot,depth_diff,0,0,40,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510937014,""s"":""BTCUSDT"",""U"":97139312211,""u"":97139312218,""b"":[[""62131.57000000"",""1.46719000""],[""62124.16000000"",""0.60415000""],[""62120.04000000"",""0.00000000""],[""61877.74000000"",""0.00000000""],[""55918.42000000"",""0.00440000""],[""49705.26000000"",""0.00040000""]],""a"":[[""62131.58000000"",""1.40139000""]]}"
1783510937,174105000,spot,depth5,0,0,41,BTCUSDT,"{""lastUpdateId"":97139312224,""bids"":[[""62131.57000000"",""1.46719000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40139000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510937,174120000,spot,depth_diff,0,0,42,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510937114,""s"":""BTCUSDT"",""U"":97139312219,""u"":97139312224,""b"":[[""62095.24000000"",""0.00000000""],[""55918.42000000"",""0.00440000""]],""a"":[]}"
1783510937,274143000,spot,depth5,0,0,43,BTCUSDT,"{""lastUpdateId"":97139312234,""bids"":[[""62131.57000000"",""1.46719000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40139000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510937,274200000,spot,depth_diff,0,0,44,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510937214,""s"":""BTCUSDT"",""U"":97139312225,""u"":97139312234,""b"":[[""61932.63000000"",""0.09687000""],[""61887.37000000"",""0.00000000""],[""61199.59000000"",""0.00030000""],[""55918.42000000"",""0.00440000""],[""49705.26000000"",""0.00000000""]],""a"":[[""62257.10000000"",""0.09647000""]]}"
1783510937,283188000,spot,trade,0,0,45,BTCUSDT,"{""e"":""trade"",""E"":1783510937223,""s"":""BTCUSDT"",""t"":6488837346,""p"":""62131.58000000"",""q"":""0.00403000"",""T"":1783510937223,""m"":false,""M"":true}"
1783510937,294740000,spot,trade,0,0,46,BTCUSDT,"{""e"":""trade"",""E"":1783510937234,""s"":""BTCUSDT"",""t"":6488837347,""p"":""62131.57000000"",""q"":""0.00078000"",""T"":1783510937234,""m"":true,""M"":true}"
1783510937,373853000,spot,depth5,0,0,47,BTCUSDT,"{""lastUpdateId"":97139312242,""bids"":[[""62131.57000000"",""1.46641000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.39736000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510937,373891000,spot,depth_diff,0,0,48,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510937314,""s"":""BTCUSDT"",""U"":97139312235,""u"":97139312242,""b"":[[""62131.57000000"",""1.46641000""],[""62124.57000000"",""0.07401000""],[""62087.86000000"",""0.00000000""],[""55918.42000000"",""0.00440000""]],""a"":[[""62131.58000000"",""1.39736000""]]}"
1783510937,475022000,spot,depth5,0,0,49,BTCUSDT,"{""lastUpdateId"":97139312250,""bids"":[[""62131.57000000"",""1.46641000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.39736000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510937,475104000,spot,depth_diff,0,0,50,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510937414,""s"":""BTCUSDT"",""U"":97139312243,""u"":97139312250,""b"":[[""62120.00000000"",""0.13969000""],[""61928.04000000"",""0.02057000""],[""55918.42000000"",""0.00460000""],[""49705.00000000"",""0.00000000""]],""a"":[[""62319.07000000"",""0.00733000""]]}"
